FEB,28,14,8,2,3,-1,-4,82,58,33,1016,1013,1008,16,16,16,35,24,42,0,
FEB,29,17,11,6,7,2,-3,89,62,35,1014,1007,1004,16,16,13,45,24,53,1.52,Rain
MAR,1,12,8,5,9,-2,-11,86,56,25,1022,1017,1004,16,16,16,45,22,56,0,
MAR,2,12,6,-1,8,-4,-14,93,59,25,1020,1007,999,16,15,10,61,38,74,4.06,Rain
MAR,3,3,0,-3,-6,-13,-15,56,43,29,1025,1024,1021,16,16,16,47,19,58,T,Snow
MAR,4,3,1,-1,-2,-4,-9,92,73,54,1023,1020,1016,16,9,2,37,20,47,3.3,Snow
MAR,5,6,2,-2,-4,-9,-13,64,46,27,1024,1022,1020,16,16,16,29,15,37,0,
MAR,6,7,3,-1,-3,-7,-11,70,52,33,1027,1025,1024,16,16,16,21,11,34,0,
MAR,7,12,7,2,4,1,-2,82,68,54,1026,1022,1016,16,16,16,37,20,45,0,
MAR,8,16,11,4,6,4,1,92,64,36,1022,1021,1019,16,16,14,24,11,27,0,
MAR,9,17,11,5,8,6,3,93,70,46,1022,1019,1016,16,15,11,23,9,27,0,
MAR,10,21,17,12,12,8,8,77,61,45,1017,1015,1012,16,16,16,21,10,24,0,
MAR,11,20,15,10,13,6,-2,93,61,29,1027,1020,1012,16,16,11,45,20,58,0.51,Rain
MAR,12,12,8,4,7,1,-3,86,64,42,1028,1024,1016,16,16,16,27,14,34,0,
MAR,13,17,13,8,6,2,-3,74,50,25,1021,1018,1015,16,16,16,29,13,35,T,Rain
MAR,14,11,8,6,6,4,-2,92,67,42,1021,1017,1012,16,12,6,40,28,58,11.94,Rain
MAR,15,14,11,7,8,7,6,92,79,66,1011,1009,1008,16,16,10,40,18,50,T,
MAR,16,14,10,6,8,6,5,93,77,61,1012,1010,1008,16,16,4,23,10,24,0.25,"Fog , Rain , Thunderstorm"
MAR,17,17,12,7,8,4,-3,89,58,27,1012,1010,1008,16,16,16,60,15,72,T,
MAR,18,16,12,7,3,-3,-7,66,45,23,1015,1010,1009,16,16,16,52,27,64,0,
MAR,19,8,6,2,-3,-8,-15,53,35,17,1021,1019,1016,16,16,16,32,12,39,0,
MAR,20,7,4,1,-1,-7,-13,89,58,27,1022,1019,1014,16,14,5,34,17,39,0.76,Snow
MAR,21,11,6,1,0,-6,-14,96,56,16,1017,1011,1008,16,14,3,50,24,63,2.29,Snow
MAR,22,12,7,2,4,-4,-9,76,51,26,1023,1020,1017,16,16,16,45,27,50,0,
MAR,23,22,15,7,6,2,-3,83,52,20,1018,1015,1014,16,16,16,32,16,42,0,
MAR,24,13,11,7,8,4,1,100,78,55,1020,1017,1012,16,13,0,42,21,52,0,
MAR,25,20,14,7,12,8,2,93,65,37,1017,1009,1007,16,13,10,37,20,45,T,Rain
MAR,26,11,7,3,3,0,-4,86,66,46,1030,1026,1018,16,16,16,32,17,39,0,
MAR,27,9,7,4,4,3,2,86,74,61,1030,1027,1022,16,16,16,27,16,34,0,
MAR,28,18,12,6,10,6,-1,100,68,36,1020,1006,1000,16,12,2,64,26,79,12.19,Rain
MAR,29,13,9,4,-2,-8,-14,49,33,16,1024,1014,1006,16,16,16,61,40,84,0,
MAR,30,9,6,2,4,-6,-12,76,50,23,1029,1026,1022,16,16,16,48,19,61,0,
MAR,31,18,13,8,12,8,4,93,73,52,1021,1015,1009,16,16,11,50,33,63,T,
APR,1,19,15,11,16,12,9,100,80,60,1009,1004,999,16,8,0,42,24,53,0.51,"Fog , Rain"
APR,2,16,12,8,8,8,7,93,74,55,1004,999,993,16,14,0,40,18,48,6.86,Rain
APR,3,9,6,2,8,-8,-16,93,57,20,1018,1005,990,16,16,8,79,37,103,2.54,"Rain , Thunderstorm"
APR,4,9,4,-1,7,0,-11,93,69,44,1018,1013,1009,16,13,5,35,18,45,8.13,"Rain , Snow"
APR,5,6,2,-3,-5,-13,-18,75,47,19,1029,1025,1019,16,16,16,45,26,56,0,
APR,6,9,3,-3,6,-7,-15,89,59,29,1030,1025,1016,16,16,16,50,20,58,0,
APR,7,15,12,9,11,8,4,93,76,59,1015,1003,995,16,14,4,63,32,74,1.52,Rain
APR,8,10,7,4,4,-3,-8,71,51,31,1009,1004,999,16,16,16,48,26,60,T,Rain
APR,9,7,4,1,2,-2,-7,85,67,48,1016,1009,1007,16,15,10,27,12,39,1.78,Rain
APR,10,9,4,-1,1,-6,-12,65,48,31,1028,1025,1017,16,16,16,40,25,52,0,
APR,11,13,10,7,8,5,0,83,73,62,1028,1022,1016,16,16,16,48,35,60,T,
APR,12,16,11,6,10,4,-7,96,62,28,1026,1018,1014,16,13,1,45,28,56,4.32,Rain
APR,13,13,8,3,2,-3,-7,76,51,26,1030,1028,1026,16,16,16,34,14,42,0,
APR,14,14,9,3,3,1,-3,85,59,32,1030,1028,1026,16,16,16,23,12,27,0,
APR,15,14,9,3,3,0,-7,76,50,23,1032,1030,1029,16,16,16,24,11,29,0,
APR,16,19,12,4,3,-3,-12,85,49,12,1032,1031,1029,16,16,16,34,14,47,0,
APR,17,21,13,6,4,-1,-8,83,50,16,1032,1029,1026,16,16,16,21,12,26,0,
APR,18,26,17,7,5,1,-5,71,43,14,1026,1022,1019,16,16,16,29,13,37,0,
APR,19,22,17,11,7,0,-9,59,36,13,1021,1016,1014,16,16,16,47,23,60,0,
APR,20,19,14,9,6,-3,-12,74,43,11,1025,1024,1021,16,16,16,34,20,48,0,
APR,21,18,13,8,12,5,0,80,61,42,1024,1020,1015,16,16,16,42,21,50,0,
APR,22,22,17,12,13,12,11,93,75,57,1015,1012,1010,16,16,10,24,11,34,0.51,Rain
APR,23,22,17,12,16,10,-1,97,67,36,1014,1010,1008,16,15,8,35,20,42,3.05,Rain
APR,24,18,13,8,7,-4,-11,77,46,14,1020,1017,1015,16,16,16,39,19,42,0,
APR,25,17,13,8,10,7,4,89,70,51,1018,1015,1011,16,16,16,23,9,27,0,
APR,26,18,13,8,13,9,4,96,78,60,1012,1008,1004,16,15,8,52,17,61,1.02,"Rain , Thunderstorm"
APR,27,12,10,8,8,4,2,83,69,54,1014,1013,1012,16,16,16,29,16,35,0,
APR,28,15,12,8,8,0,-8,83,53,23,1019,1017,1013,16,16,16,26,13,34,T,Rain
APR,29,14,11,8,5,2,-4,66,49,32,1022,1020,1018,16,16,16,37,18,47,0.76,Rain
APR,30,16,12,8,5,4,2,82,61,40,1025,1023,1021,16,16,16,24,13,32,0,
MAY,1,10,9,7,8,6,3,93,80,66,1024,1022,1019,16,11,3,24,13,32,5.59,Rain
MAY,2,13,11,8,11,9,6,96,90,83,1019,1015,1013,16,11,1,21,9,24,1.27,Rain
MAY,3,12,11,10,11,10,9,100,92,83,1014,1011,1009,16,6,2,23,12,26,19.05,Rain
MAY,4,12,11,9,9,8,6,93,85,77,1011,1008,1006,16,14,4,29,18,37,1.78,Rain
MAY,5,14,11,8,7,6,6,86,72,57,1007,1005,1004,16,16,16,40,25,48,0,
MAY,6,12,11,9,8,8,6,93,82,71,1010,1007,1004,16,12,1,50,24,64,17.27,Rain
MAY,7,13,11,9,11,9,8,100,89,77,1010,1009,1007,16,10,0,29,11,35,T,"Fog , Rain"
MAY,8,20,14,9,13,6,-5,100,60,20,1014,1007,1004,16,9,0,52,19,63,2.79,"Fog , Rain"
MAY,9,23,16,8,7,3,-2,80,54,27,1020,1016,1014,16,16,16,47,22,58,0,
MAY,10,16,13,9,8,1,-5,72,48,23,1025,1023,1021,16,16,16,32,15,35,T,Rain
MAY,11,22,16,9,11,6,-1,86,55,24,1023,1021,1020,16,16,16,26,11,29,0,
MAY,12,24,17,11,12,8,1,89,57,25,1022,1019,1017,16,16,14,24,11,39,0,
MAY,13,18,15,11,16,13,10,97,88,78,1017,1011,1008,16,11,3,26,9,32,6.35,Rain
MAY,14,21,17,13,16,12,7,93,73,53,1010,1007,1003,16,15,11,42,17,58,T,Rain
MAY,15,16,12,8,7,0,-2,62,48,33,1015,1009,1005,16,16,16,60,32,69,T,
MAY,16,20,13,7,5,-2,-5,53,36,19,1021,1018,1016,16,16,16,48,30,64,0,
MAY,17,18,15,12,11,7,4,93,70,46,1024,1022,1021,16,16,16,34,18,39,T,Rain
MAY,18,19,15,11,11,6,2,93,65,36,1021,1020,1020,16,16,16,26,13,34,0.51,Rain
MAY,19,18,15,12,10,8,5,89,69,48,1021,1020,1019,16,16,16,24,11,29,T,
MAY,20,24,17,9,11,6,2,83,53,23,1025,1023,1021,16,16,16,24,12,-,0,
MAY,21,17,13,10,12,10,6,96,74,51,1023,1019,1012,16,16,11,26,11,32,2.54,Rain
MAY,22,21,17,12,12,11,8,89,67,44,1013,1011,1009,16,16,16,23,11,26,1.52,Rain
MAY,23,21,16,11,12,10,8,93,69,45,1014,1013,1012,16,16,14,24,10,27,T,Rain
MAY,24,25,21,16,15,12,9,90,67,44,1016,1013,1011,16,15,11,27,11,35,8.64,Rain
MAY,25,31,22,14,14,11,6,90,56,21,1019,1017,1016,16,16,16,32,15,37,0,
MAY,26,29,23,17,16,13,10,87,61,35,1020,1019,1017,16,16,16,34,15,40,0,
MAY,27,25,21,17,18,16,15,87,76,64,1019,1018,1016,16,16,13,47,16,53,0,
MAY,28,26,22,18,17,16,12,84,70,56,1021,1020,1019,16,16,16,40,18,50,0,
MAY,29,26,22,18,19,16,11,93,72,50,1021,1020,1019,16,11,1,27,16,35,0.25,Rain
MAY,30,25,22,18,22,19,17,100,91,82,1018,1015,1014,16,9,0,32,16,40,26.67,"Fog , Rain"
MAY,31,26,23,19,20,19,18,93,81,69,1015,1014,1014,16,13,1,19,10,24,0,
JUN,1,29,24,18,18,13,9,93,62,31,1021,1019,1015,16,16,16,35,15,42,0,
JUN,2,22,19,16,17,15,13,93,82,70,1022,1020,1019,16,15,8,26,15,32,0,
JUN,3,19,18,17,17,16,15,100,91,81,1020,1018,1017,16,16,11,14,8,21,0.25,Rain
JUN,4,26,22,17,19,18,16,93,80,67,1017,1016,1013,16,16,13,26,13,32,0,
JUN,5,22,21,19,21,18,17,93,89,84,1013,1008,1003,16,11,0,39,20,48,17.02,"Fog , Rain"
JUN,6,29,24,19,18,17,13,93,67,40,1006,1005,1004,16,16,8,35,19,40,0,
JUN,7,29,24,19,18,14,7,87,59,31,1004,1000,998,16,16,16,45,19,53,0,
JUN,8,21,17,12,13,8,4,93,67,40,1009,1004,1002,16,14,4,50,25,66,16.76,"Rain , Thunderstorm"
JUN,9,23,18,13,6,3,-1,55,39,22,1013,1010,1009,16,16,16,52,31,63,0,
JUN,10,26,21,15,3,1,-1,40,30,19,1017,1015,1013,16,16,16,40,22,50,0,
JUN,11,31,23,14,21,14,2,84,58,32,1017,1012,1006,16,16,16,37,14,42,T,Rain
JUN,12,31,24,17,19,11,-1,73,43,13,1009,1005,1002,16,16,16,53,33,72,0,
JUN,13,25,20,14,8,7,6,57,45,33,1012,1010,1008,16,16,16,47,31,61,0,
JUN,14,28,22,16,12,7,3,60,41,21,1015,1013,1011,16,16,16,35,18,42,0,
JUN,15,28,23,17,16,11,6,81,54,26,1016,1013,1011,16,16,16,35,15,40,0,
JUN,16,22,20,17,18,15,11,87,70,53,1011,1009,1007,16,16,11,16,6,19,1.02,Rain
JUN,17,25,20,15,18,12,6,100,66,31,1020,1014,1009,16,16,16,32,13,39,0,
JUN,18,26,21,16,15,12,9,84,63,42,1026,1023,1020,16,16,16,26,12,29,0,
JUN,19,27,22,17,16,14,13,84,65,45,1026,1026,1025,16,16,16,26,13,29,0,
JUN,20,24,21,17,19,17,16,87,74,60,1024,1020,1012,16,16,16,27,13,35,0,
JUN,21,31,26,21,19,14,7,79,55,30,1011,1009,1008,16,16,16,34,18,39,T,Rain
JUN,22,33,27,19,13,9,5,57,38,18,1013,1010,1009,16,16,16,45,14,58,0,
JUN,23,29,25,21,21,15,12,93,68,43,1013,1011,1010,16,16,14,26,8,29,T,
JUN,24,29,25,20,19,15,10,84,58,31,1020,1017,1012,16,14,8,39,17,47,0,
JUN,25,27,23,18,17,13,7,81,56,30,1023,1022,1020,16,16,16,24,14,32,0,
JUN,26,27,23,19,18,14,13,79,62,45,1024,1023,1021,16,16,16,29,16,37,0,
JUN,27,27,23,19,21,17,12,93,75,57,1021,1019,1016,16,16,16,45,25,56,2.29,Rain
JUN,28,24,23,21,22,20,17,93,86,78,1016,1014,1012,16,11,0,26,18,34,3.56,Rain
JUN,29,32,27,21,21,17,11,93,61,29,1014,1012,1011,16,12,0,29,14,35,0,
JUN,30,29,26,21,21,15,11,87,62,36,1017,1016,1014,16,16,16,40,18,50,0,
JUL,1,27,23,20,23,21,18,93,84,74,1017,1014,1011,16,14,0,42,15,53,11.43,"Rain , Thunderstorm"
JUL,2,27,24,21,20,11,6,84,56,28,1018,1015,1011,16,16,16,40,23,50,0,
JUL,3,27,23,19,16,12,8,64,47,30,1020,1019,1018,16,16,16,29,16,35,0,
JUL,4,28,23,19,20,17,11,90,62,34,1019,1017,1013,16,16,8,39,19,48,13.21,Rain
JUL,5,32,27,22,22,21,17,93,67,41,1012,1009,1008,16,12,1,27,16,35,11.94,Rain
JUL,6,31,27,22,23,21,17,88,67,45,1012,1011,1010,16,16,16,32,15,39,0,
JUL,7,31,28,24,24,23,22,94,77,59,1010,1008,1007,16,15,11,45,11,53,1.78,
JUL,8,31,26,20,23,21,16,94,78,61,1012,1009,1007,16,16,11,35,18,43,0.51,Rain
JUL,9,22,21,19,19,18,16,93,85,76,1012,1011,1010,16,14,3,27,18,34,6.35,"Rain , Thunderstorm"
JUL,10,29,24,20,21,17,14,93,69,45,1015,1011,1009,16,16,13,35,17,43,T,Rain
JUL,11,28,24,19,18,16,12,87,63,39,1020,1018,1015,16,16,16,29,15,40,0,
JUL,12,27,23,19,20,18,15,90,71,52,1022,1020,1018,16,16,16,37,18,48,0,
JUL,13,28,24,21,22,20,18,93,76,58,1019,1018,1016,16,16,16,35,18,43,T,Rain
JUL,14,29,27,23,25,23,21,94,84,74,1016,1012,1009,16,14,5,35,14,43,7.11,"Fog , Rain , Thunderstorm"
JUL,15,33,29,25,24,21,18,88,68,47,1014,1011,1010,16,16,16,34,18,40,0,
JUL,16,31,27,23,22,19,17,82,63,43,1019,1016,1013,16,15,5,34,15,42,1.78,"Rain , Thunderstorm"
JUL,17,31,27,23,23,21,19,87,71,55,1020,1019,1017,16,16,16,32,14,39,0,
JUL,18,33,28,23,23,22,21,87,70,52,1020,1018,1016,16,15,3,56,17,71,4.57,"Rain , Thunderstorm"
JUL,19,30,27,23,22,12,7,87,57,26,1022,1019,1016,16,16,16,37,21,52,0,
JUL,20,27,24,20,16,12,9,68,52,35,1024,1022,1021,16,16,16,24,13,31,0,
JUL,21,29,26,21,21,18,16,82,65,47,1022,1020,1018,16,16,16,42,23,53,0,
JUL,22,32,28,23,22,21,20,87,70,52,1017,1013,1009,16,16,16,34,22,39,0,
JUL,23,37,31,25,23,16,8,85,55,24,1012,1010,1008,16,16,16,35,20,45,0,
JUL,24,32,28,23,22,17,13,82,59,36,1015,1015,1013,16,16,16,39,17,47,0,
JUL,25,31,27,23,23,22,20,94,80,65,1015,1013,1010,16,14,3,35,17,43,62.74,"Rain , Thunderstorm"
JUL,26,34,29,23,22,18,14,87,60,32,1013,1012,1011,16,16,16,35,18,45,0,
JUL,27,31,28,24,23,18,16,88,66,43,1014,1014,1012,16,16,16,27,12,32,0,
JUL,28,31,27,23,24,22,19,94,77,59,1013,1012,1011,16,14,10,32,13,37,T,
JUL,29,30,26,21,23,21,19,90,73,55,1014,1011,1010,16,14,3,32,16,42,16.51,Rain
JUL,30,29,26,23,24,22,21,94,80,65,1018,1016,1014,16,15,5,26,12,32,4.57,Rain
JUL,31,27,25,23,23,22,21,94,87,79,1017,1016,1015,16,14,5,45,17,58,11.43,"Rain , Thunderstorm"
AUG,1,26,23,21,21,19,18,93,80,67,1019,1018,1016,16,16,16,27,14,32,T,Rain
AUG,2,26,23,19,19,16,14,84,67,50,1021,1019,1017,16,16,16,27,14,32,0,
AUG,3,26,22,18,18,16,12,93,68,42,1023,1022,1020,16,16,16,26,13,32,0,
AUG,4,27,22,18,19,17,16,87,72,56,1022,1021,1019,16,16,16,21,11,26,0,
AUG,5,27,24,20,21,19,16,93,74,54,1019,1016,1012,16,16,16,32,18,50,0,
AUG,6,29,26,23,27,23,17,100,77,54,1012,1008,1005,16,16,16,23,17,35,4.57,
AUG,7,32,26,20,17,13,10,76,52,27,1014,1011,1009,16,16,16,24,17,35,0,
AUG,8,29,26,23,23,17,13,94,66,37,1020,1017,1014,16,16,16,19,11,19,0,
AUG,9,30,26,22,24,20,13,94,66,37,1024,1023,1021,16,16,16,24,14,35,0,
AUG,10,29,26,23,25,24,22,94,82,70,1024,1021,1019,16,16,11,37,21,53,1.27,Rain
AUG,11,33,29,26,26,24,23,91,78,64,1020,1017,1015,16,16,16,27,14,37,1.52,Thunderstorm
AUG,12,32,28,24,26,24,22,91,78,64,1016,1013,1011,16,16,16,35,19,48,0.25,Rain
AUG,13,33,30,27,29,25,24,91,79,66,1014,1012,1010,16,16,16,32,17,48,0,
AUG,14,35,32,28,25,23,21,79,64,49,1017,1014,1012,16,16,14,27,16,45,0.25,"Rain , Thunderstorm"
AUG,15,31,28,26,24,23,21,85,73,61,1023,1021,1017,16,16,16,21,14,21,0,
AUG,16,31,28,25,26,24,22,88,74,59,1023,1020,1016,16,16,16,39,20,60,0,Thunderstorm
AUG,17,31,28,25,25,20,16,85,64,43,1017,1016,1015,16,16,16,45,24,58,0.25,"Rain , Thunderstorm"
AUG,18,29,26,23,23,21,18,87,74,61,1017,1015,1013,16,16,16,16,8,-,0,Rain
AUG,19,31,28,24,24,22,20,94,77,59,1014,1014,1012,16,16,16,24,12,34,0,Rain
AUG,20,31,27,23,24,22,19,88,78,68,1014,1014,1013,16,16,16,26,11,-,0,Rain
AUG,21,29,27,24,25,23,22,88,81,74,1013,1011,1008,16,16,14,32,20,42,6.6,Rain
AUG,22,27,24,20,21,13,7,82,59,36,1023,1015,1009,16,16,16,37,26,53,0,
AUG,23,26,22,18,19,12,7,79,56,33,1027,1025,1024,16,16,16,24,13,35,0,
AUG,24,29,24,19,22,18,16,87,66,44,1026,1024,1022,16,16,16,32,18,45,0,
AUG,25,27,24,21,23,21,19,94,78,62,1022,1019,1016,16,16,16,35,23,52,0,
AUG,26,33,28,23,23,21,18,93,71,49,1018,1016,1015,16,16,16,27,17,39,0,
AUG,27,31,27,23,18,16,14,68,52,36,1024,1022,1019,16,16,16,26,14,35,0,
AUG,28,28,26,23,22,18,15,87,67,47,1025,1024,1022,16,16,16,23,11,-,0,
AUG,29,34,28,22,22,18,14,93,62,30,1022,1020,1018,16,16,16,23,16,39,0,
AUG,30,28,25,22,23,18,16,94,75,55,1022,1020,1018,16,16,16,23,14,-,0,
AUG,31,29,26,23,24,23,21,94,80,65,1018,1015,1012,16,16,11,29,17,40,T,Rain
SEP,1,26,24,22,23,21,18,93,83,73,1014,1011,1010,16,15,6,19,10,19,12.7,Rain
SEP,2,27,23,19,17,13,11,73,56,39,1021,1018,1014,16,16,16,27,18,40,0,
SEP,3,25,23,20,18,15,10,84,65,46,1022,1021,1021,16,16,16,32,17,39,0,
SEP,4,27,23,18,16,13,9,81,58,35,1024,1023,1022,16,16,16,27,19,40,0,
SEP,5,29,24,18,17,12,8,63,52,40,1024,1020,1014,16,16,16,37,26,58,0,
SEP,6,26,23,21,22,18,12,97,70,43,1015,1014,1013,16,15,10,45,34,64,4.06,Rain
SEP,7,30,26,21,23,20,18,93,75,57,1015,1015,1014,16,16,13,35,22,42,0.25,Rain
SEP,8,28,24,21,23,21,19,90,79,67,1014,1012,1010,16,16,14,23,10,27,0,
SEP,9,33,29,25,23,22,21,79,66,52,1015,1012,1010,16,16,16,26,14,29,T,
SEP,10,30,27,24,23,22,21,94,82,69,1017,1015,1013,16,15,11,40,19,52,0,
SEP,11,29,25,20,23,15,7,87,59,30,1021,1015,1012,16,16,14,42,24,55,0,
SEP,12,25,21,16,14,11,7,73,56,38,1025,1024,1022,16,16,16,23,15,29,0,
SEP,13,26,22,17,17,15,14,84,69,54,1025,1022,1020,16,16,16,34,18,39,0,
SEP,14,28,24,20,21,18,13,90,73,55,1020,1018,1015,16,15,0,48,19,60,10.92,"Rain , Thunderstorm"
SEP,15,24,21,17,12,9,6,72,53,33,1026,1024,1022,16,16,16,27,15,37,0,
SEP,16,23,18,13,14,11,10,86,66,46,1028,1026,1025,16,16,16,26,12,35,0,
SEP,17,24,18,13,20,15,11,90,74,52,1026,1023,1020,16,16,16,26,10,29,0,
SEP,18,27,24,21,22,21,19,93,84,74,1020,1018,1016,16,16,16,32,17,42,0,
SEP,19,23,22,21,22,21,19,93,89,84,1019,1017,1016,16,13,3,29,9,37,24.64,"Rain , Thunderstorm"
SEP,20,28,24,21,21,20,19,100,81,62,1021,1020,1018,16,15,11,21,8,27,0,
SEP,21,29,24,18,21,16,6,100,62,23,1022,1021,1020,16,12,2,26,7,34,0,
SEP,22,28,23,17,15,12,7,84,55,26,1022,1021,1019,16,16,16,23,10,29,0,
SEP,23,26,21,16,19,17,13,84,65,45,1019,1016,1014,16,16,16,34,10,39,T,
SEP,24,22,18,14,17,11,4,84,59,33,1021,1019,1015,16,14,5,35,16,45,7.37,"Rain , Thunderstorm"
SEP,25,21,17,12,7,3,-1,62,43,23,1023,1022,1020,16,16,16,26,10,35,0,
SEP,26,22,17,11,16,9,4,73,59,44,1023,1021,1016,16,16,16,34,19,40,T,
